video_id,source_dataset,label,old_split,semantic_group_id,group_method,status,exclusion_reason,new_split,m1_cache_available,m3_cache_available
hockey_hockey_000267_2e13bcafb08a,hockey,0,train,pcg_08249448576f4f66,perceptual-candidate connected component; reviewed distinct edges dismissed,excluded,candidate_component_label_conflict,excluded,True,True
rwf2000_rwf2000_001733_b8480ef20f71,rwf2000,0,train,pcg_2fa0779ed0a603c3,perceptual-candidate connected component; reviewed distinct edges dismissed,excluded,candidate_component_label_conflict,excluded,True,True
movies2_movies2_001402_cf760e1546e5,movies2,0,train,pcg_b17c8424e37f0545,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000391_1c62b59e335b,hockey,1,train,pcg_2a5fe9bb233d131d,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000043_5adceb05d955,hockey,0,train,pcg_ae1c5e9846dab2fc,perceptual-candidate connected component; reviewed distinct edges dismissed,excluded,m3_cache_unavailable,excluded,True,False
movies2_movies2_001163_35156afbcb00,movies2,1,train,pcg_aa5155aa2ed89e88,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000587_f6d7a64a30f3,movies2,1,train,pcg_9da39034b97d246c,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000651_df386952f48e,movies2,0,train,pcg_da4c4d784c4a8c32,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000463_022dbb8acdde,hockey,0,train,pcg_599f9e218a031f03,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001484_c836ac6e90b3,movies2,1,train,pcg_2cd6dc858362d60b,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
violent_flows_violent_flows_001502_e7db48e474f9,violent_flows,1,train,pcg_af7fbc2c6bb9216e,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
movies2_movies2_001209_1e2d0428515c,movies2,0,train,pcg_730c005b129740ae,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000069_88647fd75028,hockey,1,train,pcg_87d04f9b3171fe81,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001225_4270bb411813,movies2,1,train,pcg_0177ff3ba4e3247b,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
surv_fight_surv_fight_001894_89b34a912534,surv_fight,1,train,pcg_17957a8d9874e817,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001362_a04628af6883,movies2,1,train,pcg_251f24f54d5c10c4,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000122_6aaec5f57528,hockey,1,train,pcg_e92d805ba3a5a349,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000607_46d888172bec,movies2,1,train,pcg_bca08c964a2c390c,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001297_6e91ebf6d70a,movies2,0,train,pcg_abf7836dee62b961,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001031_9f2c6ca11a7e,movies2,0,train,pcg_1a877e3f052fd7a9,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000156_92f519f0eff2,hockey,0,train,pcg_bc04bb4ab87ea6d1,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000686_04992a2a2735,movies2,1,train,pcg_7fd2b2fd5fd1348c,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
rwf2000_rwf2000_001771_f416c4a51b08,rwf2000,1,train,pcg_87150cef90ee72e0,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000345_0ce1754593f0,hockey,0,train,pcg_bf9a77a990bd9536,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
movies2_movies2_000873_3eb30bb75c09,movies2,0,train,pcg_8416aff91055526c,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
movies2_movies2_001443_710a6bf1564f,movies2,0,train,pcg_f869508d1f19f4e3,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
hockey_hockey_000216_3b67b84ab62a,hockey,0,train,pcg_7d905ec0e53a9ec7,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000661_504fd5e56a8c,movies2,0,train,pcg_6baa2645729abe94,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000739_8456619da3ef,movies2,0,train,pcg_67fcba893a728b33,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000182_2566334754b3,hockey,1,train,pcg_db32468d969338ac,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000232_4bc8dc84a6b7,hockey,1,train,pcg_b3f4ab10f6c63dc7,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001332_95a19d9943d6,movies2,0,train,pcg_0ce7d07b13f1870f,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
violent_flows_violent_flows_001590_3f98935f19e1,violent_flows,1,train,pcg_9b7cc5ef3d284e2d,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000365_5cdabd7830e8,hockey,1,train,pcg_b634d48a5ade6df5,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
surv_fight_surv_fight_001872_126574246756,surv_fight,1,train,pcg_8f2d0d4fe201266d,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000683_6ef8aeb4faf0,movies2,0,train,pcg_f181ee3c9af123aa,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000632_3b5a6824a038,movies2,0,train,pcg_6cbb564d6c05a01a,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
movies2_movies2_001232_880a4109892d,movies2,0,train,pcg_db87c98e04a845f1,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
movies2_movies2_000916_f8769cd5624c,movies2,0,train,pcg_7f49d19d34541663,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001253_d291be28fa94,movies2,0,train,pcg_6255e93e0dbfa53a,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000918_f8a0cfcdb0eb,movies2,0,train,pcg_cf56433598f75ae6,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000220_b2e51d23b4f5,hockey,1,train,pcg_b8c8d653b0c52b70,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
movies2_movies2_000736_6c30f7cb58d2,movies2,0,train,pcg_ae889600e2665684,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
violent_flows_violent_flows_001518_b22cbb0e23e0,violent_flows,0,train,pcg_48f7f63d56e36723,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001219_dd00d4d33aa4,movies2,1,train,pcg_83ed98e5ce6a5c6e,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
rwf2000_rwf2000_001820_07f8d2acdaa1,rwf2000,1,train,pcg_fb3441477ccf8127,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000649_9ec06fb74383,movies2,1,train,pcg_06a728ac786cf44f,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000734_3e1b00b547b8,movies2,0,train,pcg_77713428956b9e92,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
hockey_hockey_000236_7bae9a22257e,hockey,1,train,pcg_2db247f43b4e98a8,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000623_8780d6aae1e7,movies2,0,train,pcg_2bfa8e4adae3cba8,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000864_d8a0476b5649,movies2,1,train,pcg_dd6503a8ad6eefbe,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000679_ab8ee10a6d25,movies2,0,train,pcg_df9513537273411c,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
violent_flows_violent_flows_001552_df8c52229603,violent_flows,0,train,pcg_77d55c19ea71bf99,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
hockey_hockey_000249_e3a246564e96,hockey,0,train,pcg_3c8262808d025d62,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000712_94d3553f2a9d,movies2,1,train,pcg_7b5bb88f1487a24f,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
rwf2000_rwf2000_001719_a6f1b6fd8a5e,rwf2000,0,train,pcg_79ef2504a0e3bd16,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000259_2b0c65676b53,hockey,1,train,pcg_b192e3b4fd38984f,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
hockey_hockey_000106_6b5352db38b2,hockey,0,train,pcg_b03b2ab9ccea5d5b,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000256_1dc9af0d0422,hockey,0,train,pcg_2a68bf3c6fa8d862,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
movies2_movies2_000591_7bc2f196b7a1,movies2,0,train,pcg_bbd9a29746044fb8,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000771_f664bb8b7490,movies2,0,train,pcg_7df3cb39bdc2f9dc,perceptual-candidate connected component; reviewed distinct edges dismissed,excluded,m3_cache_unavailable,excluded,True,False
movies2_movies2_001207_0be0cacfdeb1,movies2,0,train,pcg_6839807cc101c641,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001080_b60a60a312e7,movies2,1,train,pcg_5e09311a3971a80d,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000696_8940ce50e69e,movies2,1,train,pcg_24c0f324692af3a5,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001191_2dca3c21ffc5,movies2,0,train,pcg_3895fb39215dfb52,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
hockey_hockey_000027_f38ba2c53df9,hockey,1,train,pcg_237ae9c34fda7252,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001401_b32b8c76fbe3,movies2,1,train,pcg_eeeae20a88f042cd,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
movies2_movies2_001360_192266d3d23b,movies2,0,train,pcg_caf6a1e65752caf7,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
rwf2000_rwf2000_001797_65448effb546,rwf2000,1,train,pcg_d51ab53a2f46d4e9,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
hockey_hockey_000243_0a03af683811,hockey,1,train,pcg_8e1ecaf9e686211f,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000479_1948559798bf,hockey,1,train,pcg_7b9e7dbed9f7bace,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000635_4e48c3f4c809,movies2,0,train,pcg_52aaf023e825e74a,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000421_57d7a36d9bcc,hockey,0,train,pcg_08249448576f4f66,perceptual-candidate connected component; reviewed distinct edges dismissed,excluded,candidate_component_label_conflict,excluded,True,True
movies2_movies2_000734_38f616deecff,movies2,1,train,pcg_2ec2a17ec4502404,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
hockey_hockey_000355_25df9a5ee44f,hockey,1,train,pcg_d16d04adf9341a78,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001024_3f5bdd585880,movies2,1,train,pcg_3623a51f9e814205,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
violent_flows_violent_flows_001561_027d14b1b19d,violent_flows,0,train,pcg_393d71e3a5ffb9b7,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001150_45e9e0695c23,movies2,1,train,pcg_72c843cce096b2a3,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000435_753272df4f85,hockey,1,train,pcg_03b17975bccecdc0,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
movies2_movies2_000865_5ae7bf6b706f,movies2,1,train,pcg_d7b09f603b75b6f3,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000811_e9c50266d22a,movies2,1,train,pcg_7aeca389e80ab794,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
hockey_hockey_000251_1b9d3ce258ac,hockey,0,train,pcg_08249448576f4f66,perceptual-candidate connected component; reviewed distinct edges dismissed,excluded,candidate_component_label_conflict,excluded,True,True
movies2_movies2_000875_21d7d69d10e9,movies2,1,train,pcg_e83a0248a9008bd9,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000422_491441731324,hockey,1,train,pcg_9da20acf58b78504,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000577_3f9ca46cb010,movies2,0,train,pcg_eafc19f19e69476f,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000888_c45fd25e349e,movies2,1,train,pcg_4a9c7d4607c0f554,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
hockey_hockey_000386_7ec0bbf86606,hockey,1,train,pcg_08249448576f4f66,perceptual-candidate connected component; reviewed distinct edges dismissed,excluded,candidate_component_label_conflict,excluded,True,True
hockey_hockey_000399_b1bc4b9d7b97,hockey,0,train,pcg_c62772206f58b269,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000430_a1dfd9b33988,hockey,0,train,pcg_2cdd15544513b29c,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
movies2_movies2_001390_a8d31f05d5e2,movies2,1,train,pcg_18ce848da60c6560,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000909_56bfe5ba1085,movies2,0,train,pcg_e2927097c4d9218b,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
violent_flows_violent_flows_001594_bd6f7c3305f8,violent_flows,1,train,pcg_a25a9d6e2cd0f909,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000918_e4d3e49a951a,movies2,1,train,pcg_9317de867180a93d,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
surv_fight_surv_fight_001880_8e3914ba1758,surv_fight,0,train,pcg_310b1f0a8cc0c64a,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001238_b4eb6c13095d,movies2,0,train,pcg_a56057373fd9ba44,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
rwf2000_rwf2000_001680_62c43ba6ec56,rwf2000,1,train,pcg_b759b5cb7da218fb,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001114_4571e06d0061,movies2,0,train,pcg_650170fb5284dc38,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
violent_flows_violent_flows_001525_2c57b67cca65,violent_flows,1,train,pcg_1c5196d9b9a6c1d6,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000166_02147fb527e0,hockey,1,train,pcg_212e5119522b57f8,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
movies2_movies2_000535_e109fc6682fc,movies2,1,train,pcg_dcd09f7203d74f1c,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
surv_fight_surv_fight_001763_39689abcb61a,surv_fight,0,train,pcg_38c8e90de0762d4a,perceptual-candidate connected component; reviewed distinct edges dismissed,excluded,m3_cache_unavailable,excluded,True,False
hockey_hockey_000136_a1fdbb3d3fd5,hockey,0,train,pcg_387618fa40d12313,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
movies2_movies2_001470_c7eaec5cd5c6,movies2,1,train,pcg_97bc54b551577931,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000742_6a7cc4cfe4d1,movies2,1,train,pcg_9eb3243babf89942,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
hockey_hockey_000447_c0dd096ad2d2,hockey,0,train,pcg_1066ffe6e0417b6c,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
movies2_movies2_000671_d03798d3020e,movies2,1,train,pcg_53b4c54f2571d7b3,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
movies2_movies2_001231_ef34b7bba5a6,movies2,1,train,pcg_0bc4330a998fff73,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000527_f9886b29394a,movies2,1,train,pcg_3e12bd6a4841627d,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
surv_fight_surv_fight_001955_5f03ba6474aa,surv_fight,1,train,pcg_3aba919dc334dd1d,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000604_031fa275a130,movies2,0,train,pcg_1116562e7a3d37e8,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
surv_fight_surv_fight_001806_8c2b35df04d0,surv_fight,0,train,pcg_3d307ca611e9c802,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
violent_flows_violent_flows_001604_5ca918f75ff5,violent_flows,0,train,pcg_4cbbe90ca4168143,perceptual-candidate connected component; reviewed distinct edges dismissed,excluded,m3_cache_unavailable,excluded,True,False
hockey_hockey_000176_635dfae31cb4,hockey,0,train,pcg_fad1c78988c4cf0b,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001317_dce893d85e1f,movies2,0,train,pcg_48b0ebd5cfcd3f16,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001286_fafb891b0d61,movies2,0,train,pcg_a535fcd9d9024fd1,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000443_d3c95aa052bb,hockey,1,train,pcg_55ee22634d9d76b5,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001475_ee86de85933d,movies2,1,train,pcg_3b1dd71a28fc34d9,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
surv_fight_surv_fight_001757_50d5dc32430e,surv_fight,0,train,pcg_a14ada35902548db,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
hockey_hockey_000037_466c0adb2046,hockey,0,train,pcg_12084460137d53b9,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001054_07383e949c7f,movies2,1,train,pcg_350978b477b0a320,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000505_6b7288692ee2,movies2,1,train,pcg_71aa1bf13957a172,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000500_f37999694dc1,hockey,0,train,pcg_56d999cafa022bcf,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000849_a7338cec4cc1,movies2,1,train,pcg_b90eda0d6f8dbdef,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
movies2_movies2_000502_c724017f3393,movies2,0,train,pcg_8df56a9317de6707,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
movies2_movies2_001117_4be7fca50f98,movies2,0,train,pcg_ffed90ffbddc0f0b,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001227_48a1aa6edf84,movies2,1,train,pcg_1e44ba8c542f2c46,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
violent_flows_violent_flows_001592_1de17cc42c8c,violent_flows,1,train,pcg_3a0a96a45dcd4aae,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
rwf2000_rwf2000_001779_c2edc017a0e5,rwf2000,1,train,pcg_25c2e930e8b8b33c,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
rwf2000_rwf2000_001657_b14c971041b9,rwf2000,0,train,pcg_7061a048f27aabdb,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000362_c44b7fec01d0,hockey,1,train,pcg_bf6261a5e6b39509,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001141_d3a992247dbd,movies2,0,train,pcg_11956b7fa3daf60d,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
movies2_movies2_001054_11c83c959ca9,movies2,0,train,pcg_35ee58dd6d9cbe15,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001166_e72147789e1d,movies2,1,train,pcg_76f4da6b53888ed8,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001202_c08ae9276fea,movies2,0,train,pcg_96453477b88d2652,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000882_462bf540c682,movies2,1,train,pcg_52e35b9ac713ec94,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000107_050e64ca381c,hockey,1,train,pcg_d5e51374d101d969,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
rwf2000_rwf2000_001640_08a88b42cfe6,rwf2000,0,train,pcg_207f9095dba7a7f3,perceptual-candidate connected component; reviewed distinct edges dismissed,excluded,candidate_component_label_conflict,excluded,True,True
surv_fight_surv_fight_001887_4f6a3b3d4b16,surv_fight,1,train,pcg_97f017ab2eac3382,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
movies2_movies2_001418_0dfa1fc745b1,movies2,0,train,pcg_364494564b97e226,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000406_c8bdf12a70c5,hockey,0,train,pcg_ce1890ec42817ee3,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
surv_fight_surv_fight_001879_bc177924c432,surv_fight,0,train,pcg_3460d78d264506f1,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000284_e03135dbd123,hockey,1,train,pcg_5945537bdb716186,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001302_c942085970c4,movies2,0,train,pcg_7259aadcaecc3aa8,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000283_e27a22de033e,hockey,1,train,pcg_fe01aadeebea4e46,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
violent_flows_violent_flows_001518_f8a9b39d3d4c,violent_flows,1,train,pcg_bb2b8d655ee137a9,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001076_f14a951c39c4,movies2,1,train,pcg_86a648ec8480ca3e,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000316_294eef89fc99,hockey,1,train,pcg_3ba7d21b241deb3c,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
hockey_hockey_000454_8bf50289337d,hockey,0,train,pcg_19421092d3380746,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001138_ba3fff937f30,movies2,0,train,pcg_86a366b6bc07f2ff,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
hockey_hockey_000458_07d3d4a25a80,hockey,0,train,pcg_4260fa530fe4dff1,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
hockey_hockey_000082_48eedddda389,hockey,1,train,pcg_212e5119522b57f8,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
movies2_movies2_000911_373de0fe0e8b,movies2,0,train,pcg_19f98c57f421e310,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000059_a3364d421d6c,hockey,0,train,pcg_08249448576f4f66,perceptual-candidate connected component; reviewed distinct edges dismissed,excluded,candidate_component_label_conflict,excluded,True,True
hockey_hockey_000496_0efd55fdcc43,hockey,1,train,pcg_d6da995f86d12ce0,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000448_0140e77facd7,hockey,0,train,pcg_36c20cb98816036c,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
surv_fight_surv_fight_001977_f3420dd38c2e,surv_fight,1,train,pcg_aba233ba3a195d7f,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
rwf2000_rwf2000_001668_bcca6fe38f63,rwf2000,0,train,pcg_797d26f23ff9e034,perceptual-candidate connected component; reviewed distinct edges dismissed,excluded,candidate_component_label_conflict,excluded,True,True
hockey_hockey_000097_f30b48e6e09e,hockey,1,train,pcg_ff39863582ce47ae,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
movies2_movies2_001107_afd46114ce0f,movies2,1,train,pcg_cf1e0e6bc347b324,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
movies2_movies2_001104_22ba829d9888,movies2,1,train,pcg_35efd9576e8a85d4,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
surv_fight_surv_fight_001883_ba2f533e3e51,surv_fight,0,train,pcg_ac0efa64e4032256,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000169_b3dca24caee6,hockey,1,train,pcg_b8c8d653b0c52b70,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,val,True,True
movies2_movies2_000829_3787715f22e0,movies2,0,train,pcg_4e184233361ed6ef,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000880_3d8e65fd9076,movies2,0,train,pcg_b83db47113964574,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,test,True,True
violent_flows_violent_flows_001614_cd7d555a04a6,violent_flows,1,train,pcg_a083ff1556c6f35e,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000322_b50d5249b06d,hockey,1,train,pcg_2c96bafaad796433,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001351_c14c1752f95b,movies2,1,train,pcg_7c06832a09f970a7,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_000808_442b2312d686,movies2,0,train,pcg_2c8a4be7ec853f3e,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
hockey_hockey_000366_ff783e411b6c,hockey,1,train,pcg_85e362da6132a353,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
movies2_movies2_001229_c530a9b1b0ef,movies2,0,train,pcg_1fc7b0287eb3d070,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
surv_fight_surv_fight_001786_b2e1c3e0aad7,surv_fight,0,train,pcg_9e05b009cec5f330,perceptual-candidate connected component; reviewed distinct edges dismissed,included,,train,True,True
