video_id,source_dataset,label,split,semantic_group_id,source_video_relative,original_dataset_relative,merged_filename,clip_length,frame_count,sample_fps,m1_cached_tensor_sha256,raw_video_size_bytes,raw_video_sha256
movies2_movies2_000521_a8efedc6baa3,movies2,1,train,pcg_c68f561ef6faaa71,data/merged/videos/violence/movies2_000521.mp4,Real Life Violence Dataset/Violence/V_116.mp4,movies2_000521.mp4,50,41,8.0,bf3a505235faf5c0cfe26427a5a8a1f0b2d6a0cbbe74f606c5afc60198d1b216,1273175,a4694e0a9fb999171a2c9ce51fa8216318b1be9214970bf80f047cbeaf699ee3
movies2_movies2_000522_19e8eb7fba72,movies2,1,train,pcg_7c12f8a968148222,data/merged/videos/violence/movies2_000522.mp4,Real Life Violence Dataset/Violence/V_117.mp4,movies2_000522.mp4,50,39,8.0,abe165dccd7b52b40185f5af7ce29f7aca2935dee3dbef164836039eab7782fd,1340535,3e1a88a09f03f5c761b6e5bc47f264a3df3862e9daf07c02fe12682a1ff421ce
movies2_movies2_000522_9a087f375aef,movies2,0,train,pcg_2a64b08f1d1d59bd,data/merged/videos/non_violence/movies2_000522.mp4,Real Life Violence Dataset/NonViolence/NV_117.mp4,movies2_000522.mp4,50,40,8.0,ddaa7fc82210b0fa59566e8fcd633afabeed2a3dcb6acc927ba1174c509e21e1,524994,0b17a95e253eb493e7302bbc0b62c2c8a1c2aac5f24103a9820c9b90ab97d892
movies2_movies2_000523_3470aa848a33,movies2,1,test,pcg_1cf90214a115fab1,data/merged/videos/violence/movies2_000523.mp4,Real Life Violence Dataset/Violence/V_118.mp4,movies2_000523.mp4,50,40,8.0,c9f382977452f077c7f0c812dc31c513364ce069550074c6bffe993db50722f6,1571186,414dbb8bf8eff4bda74fee41250d4b2c500f0f464b0fe0353fa5a4993f663837
movies2_movies2_000523_ec80e32c48d0,movies2,0,train,pcg_ac0f0e89d0fee822,data/merged/videos/non_violence/movies2_000523.mp4,Real Life Violence Dataset/NonViolence/NV_118.mp4,movies2_000523.mp4,50,40,8.0,e5b8fd68ef9bc504685fe6a2659757046ef0dd45b278beaa649a422b5e5d1aa9,1323162,730e949a695f4f059ba103ce632274961b9d979495798b93edbdc9ef2e22d246
movies2_movies2_000524_7ee7666bdbb5,movies2,0,test,pcg_b88d0b350a01a636,data/merged/videos/non_violence/movies2_000524.mp4,Real Life Violence Dataset/NonViolence/NV_119.mp4,movies2_000524.mp4,50,40,8.0,fa527a4861f669a96f3606632b747edb1313956c5b771ba85d1055ad1ced9a0c,1207824,fe59071baa247b60e989a471183afda497c17dbce9d9d89f112efc5ad50b227f
movies2_movies2_000524_93e4908df160,movies2,1,val,pcg_7690f4b3b8d12d00,data/merged/videos/violence/movies2_000524.mp4,Real Life Violence Dataset/Violence/V_119.mp4,movies2_000524.mp4,50,41,8.0,59c65def5b467a11f55ca0207f70ff641c901c20576dc0116f3d2658ebdad0d2,1406609,963e364ae302aec9cc6bb2fa0ad3fd0a7465098192b613fe92a1ebfefe35fda1
movies2_movies2_000525_2940b3cdc7e5,movies2,0,train,pcg_362384213fdef19b,data/merged/videos/non_violence/movies2_000525.mp4,Real Life Violence Dataset/NonViolence/NV_12.mp4,movies2_000525.mp4,50,44,8.0,c1cd4f218ea1912016817946e1705ff42a13253896347e150bc9a8e954ada673,818022,f7bd31cfdb5eff1b8bfe9b3811a45a066a3ddfc587a35d5779a7ed89aff3c1e5
movies2_movies2_000525_cb24f076c03d,movies2,1,val,pcg_49d8b00fecf25fa6,data/merged/videos/violence/movies2_000525.mp4,Real Life Violence Dataset/Violence/V_12.mp4,movies2_000525.mp4,50,37,8.0,9900c3ef02e84e6a565c9f0e42c2792d871ae869de554fc3e9950df2c050c0ea,721845,547bac71ade0e7f79573fa9b9df1de9b909ba5619ebc38d103cc37864cf1f062
movies2_movies2_000526_22b48889ee40,movies2,0,test,pcg_b154ab918534c3d1,data/merged/videos/non_violence/movies2_000526.mp4,Real Life Violence Dataset/NonViolence/NV_120.mp4,movies2_000526.mp4,50,40,8.0,cef06fb52d2ac786c74e5d03264a50c6eb80a52242d6a882235f541c99c740fc,450192,2115c3e1f7a4dddf622ff9bd12a70318ad2636791e4277808d482b60bbec0c87
movies2_movies2_000526_2854d7973258,movies2,1,test,pcg_f2687a330635fe14,data/merged/videos/violence/movies2_000526.mp4,Real Life Violence Dataset/Violence/V_120.mp4,movies2_000526.mp4,50,39,8.0,59e1301c00445c07617d8e7fa87b908a94b83ee0f7a1b2346507922c23acf695,1134788,9bb7f118fa2ca27da7d17bf109869f269553b03d3bef57f15772a9af1c82e4da
movies2_movies2_000527_893511d254dd,movies2,0,train,pcg_754980edb53054a2,data/merged/videos/non_violence/movies2_000527.mp4,Real Life Violence Dataset/NonViolence/NV_121.mp4,movies2_000527.mp4,50,40,8.0,1ee2294382b3278bd38bde2aedbca26a5570d2920a539d1b501438ce3c75f2f0,891924,7e7d7a714c1d14ee4b09ab12edb14a80593e3078180df623bc7be88bd1780771
movies2_movies2_000527_f9886b29394a,movies2,1,train,pcg_3e12bd6a4841627d,data/merged/videos/violence/movies2_000527.mp4,Real Life Violence Dataset/Violence/V_121.mp4,movies2_000527.mp4,50,40,8.0,3c33408eb751e8590c621848ea00bcbb6a8c40b7040a8d5398930002ea889e24,1096606,a305c7df0d06dfa65ec582d39d2f5d05f33742a247867949d81528a222da86f2
movies2_movies2_000528_59e19d1c0859,movies2,1,train,pcg_d43cd3d20983d017,data/merged/videos/violence/movies2_000528.mp4,Real Life Violence Dataset/Violence/V_122.mp4,movies2_000528.mp4,50,40,8.0,3335d91837625976510a929f9f53bce47b37954718879fd946833ff77a5c137b,499757,0a7691a7a314056eb961cac5114c85f8a9d735d3034e9a05ed35945c720fc67d
movies2_movies2_000528_e970095bb42a,movies2,0,test,pcg_7cd815aaa3efb678,data/merged/videos/non_violence/movies2_000528.mp4,Real Life Violence Dataset/NonViolence/NV_122.mp4,movies2_000528.mp4,50,40,8.0,d194041c49ecbc8ddddfa89b58971bf087eb0362bc3fde054477ee5e05eb6b1e,1048940,51c1e1992e9682eb2aeee845f786c19714c0590b55e70857132311b0004e820f
movies2_movies2_000529_971b17f93082,movies2,1,train,pcg_04f8589d7d62d7f9,data/merged/videos/violence/movies2_000529.mp4,Real Life Violence Dataset/Violence/V_123.mp4,movies2_000529.mp4,50,47,8.0,1dfa89909528a1374ce4999fea064fe9866a0d146138c6fde4301d3705b943d9,329213,df29e10f486060a4f9099dfb59c8274c91ac79e5c9595c4e25c95ec02d6b54b3
movies2_movies2_000529_a0eb649398b5,movies2,0,train,pcg_64b80c982c8d9085,data/merged/videos/non_violence/movies2_000529.mp4,Real Life Violence Dataset/NonViolence/NV_123.mp4,movies2_000529.mp4,50,40,8.0,a26917416a5cee3a3341175d35a30d63ed4e5b06dd9b90d5baaef7c1c6836be3,937708,ef181bae15ed15154d7084117bbfee3fb16fbca5b87026c5ce5bb472dd293f78
movies2_movies2_000530_71b073943f63,movies2,1,train,pcg_46c7920d36e4196c,data/merged/videos/violence/movies2_000530.mp4,Real Life Violence Dataset/Violence/V_124.mp4,movies2_000530.mp4,50,47,8.0,4c704bc6928005bd98bd4f531e219fafe884b4af353c54148dae4002e671799c,344344,89f3ff5db3c9d7a70436de519c37cf032a89b438bae6783d67acb77810f7c65a
movies2_movies2_000530_82ceda7fe554,movies2,0,test,pcg_45db6047bae92c6f,data/merged/videos/non_violence/movies2_000530.mp4,Real Life Violence Dataset/NonViolence/NV_124.mp4,movies2_000530.mp4,50,40,8.0,bb85356ae39a977e0f080166fbe289d067002ef0538a4782dead0ebe2884a4fe,454312,eaae4e2f80a0105a44b7be352b6c7e29cbbc5663bf1d9f3e99e9060bff395e06
movies2_movies2_000531_0acf0108eae2,movies2,1,val,pcg_76cc7fece4e1c795,data/merged/videos/violence/movies2_000531.mp4,Real Life Violence Dataset/Violence/V_125.mp4,movies2_000531.mp4,50,47,8.0,62d535b91af93bf779b13d0a87afb712824d4e17f8947a35d77a71951a4b1cd6,862971,33dd2c21c99c1c6d9941331feccd28927869dfddcb7c58d0a9eecb03bb26125e
movies2_movies2_000531_415d56ee7a4d,movies2,0,train,pcg_589f526e41fff65a,data/merged/videos/non_violence/movies2_000531.mp4,Real Life Violence Dataset/NonViolence/NV_125.mp4,movies2_000531.mp4,50,40,8.0,98101b67c613deca57b366708a38b778667730d4d46d84f515649212c5df202b,592672,36503bf33b65c554e280a618fe2d288d0183d552525e25dbb020a9d2443e6b99
movies2_movies2_000532_aad56fbb1184,movies2,0,train,pcg_b1aefec3f65e70dd,data/merged/videos/non_violence/movies2_000532.mp4,Real Life Violence Dataset/NonViolence/NV_126.mp4,movies2_000532.mp4,50,40,8.0,a95ef40b8e571cb42e38a926e8a937b27864550c4ca7b2434ab543dec0829366,1059522,cbf12a8fefaed0a66d6839971880da29bc451b1da735dbe6b66439b8782f920e
movies2_movies2_000532_d55143ea0e2e,movies2,1,train,pcg_14f551e01817350a,data/merged/videos/violence/movies2_000532.mp4,Real Life Violence Dataset/Violence/V_126.mp4,movies2_000532.mp4,50,47,8.0,4c365d411e576d8719721d53b906becdb3552ded626e06e4dcc3b00a5d94d973,902763,42bd37725b58b75ebb83c029d0337ab58aff0f3174fd0e50df7bb9afc654bee2
movies2_movies2_000533_0a7f579f1003,movies2,1,val,pcg_6132b1fae750e833,data/merged/videos/violence/movies2_000533.mp4,Real Life Violence Dataset/Violence/V_127.mp4,movies2_000533.mp4,50,47,8.0,0bac2151fdcbf269a7c46d69098c6d28805a0c3ca10249b5a86b60e5e3e51bed,691072,daaaec9425c93c747def3f74a56cadb873bd957a11b39cb4daf20aba18a012d9
movies2_movies2_000533_53138896c324,movies2,0,train,pcg_2c7906d63bd1596e,data/merged/videos/non_violence/movies2_000533.mp4,Real Life Violence Dataset/NonViolence/NV_127.mp4,movies2_000533.mp4,50,40,8.0,657cbd8a625fd54d792aabac9212233eea5869e1d93e435cb56eb09af54c2881,570226,effb3b01011d136130336d132b7f49e5d590a8c0b783b5f93822df390003fd41
movies2_movies2_000534_27b742daba14,movies2,0,train,pcg_b6d9e4bc004d4f26,data/merged/videos/non_violence/movies2_000534.mp4,Real Life Violence Dataset/NonViolence/NV_128.mp4,movies2_000534.mp4,50,40,8.0,d888c7f021bcd80482160366599610b0de480bd49beb9848dbfb65b18a3ebede,922630,61cd0eedee1ffaa57f260ae72e820dc9cf7721ac63dab4f420872ae00374fb5b
movies2_movies2_000534_aef2c3c4e88b,movies2,1,train,pcg_42cf36fe85adfaa5,data/merged/videos/violence/movies2_000534.mp4,Real Life Violence Dataset/Violence/V_128.mp4,movies2_000534.mp4,50,47,8.0,4a49253ee31cb420a5954448a59cab5db0a375c45ba53c20e2175e8a474a1bdc,577535,cf10a14b4539e9ce6b6fa30985d3c349552b4b3094a69c81b3ac215cb7aa391c
movies2_movies2_000535_7da0c22f83af,movies2,0,test,pcg_12a66cc9ac66be70,data/merged/videos/non_violence/movies2_000535.mp4,Real Life Violence Dataset/NonViolence/NV_129.mp4,movies2_000535.mp4,50,40,8.0,7ad6171851b55a5da044625c5ab7be38b3eddad9b643017c117f37673b54a1a0,522544,5d9513825464d3c6e5029f2c3fd39dc8e801e0574e75d2961252d3de6b1c1ab6
movies2_movies2_000535_e109fc6682fc,movies2,1,test,pcg_dcd09f7203d74f1c,data/merged/videos/violence/movies2_000535.mp4,Real Life Violence Dataset/Violence/V_129.mp4,movies2_000535.mp4,50,47,8.0,310a91740f8c4e7f133ee12636504a6149cbf99f501ad42ffee12fa4a444a971,581431,1e2b31999942fd9726e43a437b37b1f4771893d33c67e3a8ce70e11d47b6b034
movies2_movies2_000536_5badfeb403de,movies2,1,train,pcg_49f36f93627dca9c,data/merged/videos/violence/movies2_000536.mp4,Real Life Violence Dataset/Violence/V_13.mp4,movies2_000536.mp4,50,42,8.0,359b1ffda2bccc7f47250d26a9925428103b0f3b524c2603a0a08dd10df7aa80,763703,e5fefedd2a0ff663e52a4a3ea59ad291175bab557be63c1b88fb8445dfffbf9f
movies2_movies2_000536_7ae187694c62,movies2,0,val,pcg_c146de9c3452bfd1,data/merged/videos/non_violence/movies2_000536.mp4,Real Life Violence Dataset/NonViolence/NV_13.mp4,movies2_000536.mp4,50,50,8.0,1f7301baa1051c09a1397a2a12985b78dd31245246d4dd53fbff486df1cb5b59,1432780,789ae1f2047cb5edecc674cabfbcdc9169421accb65b1a3a8d01870baec85819
movies2_movies2_000537_a8814886e4c6,movies2,0,train,pcg_73d76708e094fc90,data/merged/videos/non_violence/movies2_000537.mp4,Real Life Violence Dataset/NonViolence/NV_130.mp4,movies2_000537.mp4,50,40,8.0,def704b27e9eb546a06feca18950558d6961301c94dd6903e3b0a22460f519f1,1118906,5ea2202203e7e265f75e74c74e996ad042d8b046b92c47c9a8f1473047d2df23
movies2_movies2_000537_d5d10e1ed3e2,movies2,1,val,pcg_0fa658a28c55b34f,data/merged/videos/violence/movies2_000537.mp4,Real Life Violence Dataset/Violence/V_130.mp4,movies2_000537.mp4,50,47,8.0,bfc7f6e48256b01413ff32bd8a752e49eae51cb9213d7321d7fc1564715a8358,674326,a87d4dfef6bd0190498e15fb4497ad96c9c53a9e884d6f9120192614a6340943
movies2_movies2_000538_76b2ce7df468,movies2,1,train,pcg_7fe0e8a72874b5da,data/merged/videos/violence/movies2_000538.mp4,Real Life Violence Dataset/Violence/V_131.mp4,movies2_000538.mp4,50,47,8.0,5f5511f9a92d2e26eefa11f30ec2debde32995646545b28b9688d35cb0ba10e4,538799,522aad2d3b8ab427fe6215e3fdda53b21028aeff481640aa17871467b6001346
movies2_movies2_000538_c367afaac20a,movies2,0,val,pcg_d0308bef15407b93,data/merged/videos/non_violence/movies2_000538.mp4,Real Life Violence Dataset/NonViolence/NV_131.mp4,movies2_000538.mp4,50,40,8.0,7a7ee8a01114bd5b94b34a11fa156f170b005a7ffe8e5f46d05c2d19452b212a,756238,742a3b299c1b136eb35d47605ac0f291be725606003d1e49f926fbf16b6d99f8
movies2_movies2_000539_48069d18952f,movies2,0,train,pcg_50c0ea06cdf4c74e,data/merged/videos/non_violence/movies2_000539.mp4,Real Life Violence Dataset/NonViolence/NV_132.mp4,movies2_000539.mp4,50,40,8.0,9c3c22160169ae85500726bd73b24ccbcb736ff37294b51d5ea89d819973b938,690316,65fe610523c150984f8a4197f4ea46ce44895409bd1fc8610d6b7c77ba5aa14a
movies2_movies2_000539_5f61ae53a8e0,movies2,1,train,pcg_1dd2eca341a17033,data/merged/videos/violence/movies2_000539.mp4,Real Life Violence Dataset/Violence/V_132.mp4,movies2_000539.mp4,50,47,8.0,233e5d8a838e6efc1edd7d8f479d8e90158e75ffe2db9c89b5a35611af6db969,587740,9a4b0a1a9f6f23238c0d2f671211913a23e4f5eb1da06eca45bb6f0988521f92
movies2_movies2_000540_89592b99f32d,movies2,0,val,pcg_17cb70cac55b4d79,data/merged/videos/non_violence/movies2_000540.mp4,Real Life Violence Dataset/NonViolence/NV_133.mp4,movies2_000540.mp4,50,40,8.0,123ae77ca12c94fd3ff3b7e418af23e328255b51f67651e0a0557d70f91f2d86,1198188,b18cdb7933f4037bc28882edc2ed882b56836b6410970f923ec677c3e7df9936
movies2_movies2_000540_fc9e6227902b,movies2,1,val,pcg_b1201115325c57fa,data/merged/videos/violence/movies2_000540.mp4,Real Life Violence Dataset/Violence/V_133.mp4,movies2_000540.mp4,50,47,8.0,458862330c7ec891a3c6e0881fb85eda4dc412a1da4e8c834d82357bb1f3c9be,340213,e1ecddaa0dc5118ddebe12a0252975c7881ce866d123a79e57cf74ec97fc7f60
movies2_movies2_000541_31d510b10114,movies2,0,train,pcg_4ced1835a177d67b,data/merged/videos/non_violence/movies2_000541.mp4,Real Life Violence Dataset/NonViolence/NV_134.mp4,movies2_000541.mp4,50,40,8.0,35705614e6864f782c3f01edbb68d984e19dd3fbc8bf6f7069d1bd17e2d79741,969218,65cc09dd213d961079ece542ecbf4d583ca984d58e12a2321c1256aa0e9f1677
movies2_movies2_000541_82405cb48160,movies2,1,train,pcg_23a13993cdd2d302,data/merged/videos/violence/movies2_000541.mp4,Real Life Violence Dataset/Violence/V_134.mp4,movies2_000541.mp4,50,47,8.0,3d551fbd0d7b6c7b4ec92acada04b9a57d47d52d7fd479d35a1c25b41988fa6e,1016814,7deb7f2c24601cc556f7073e5d2cd68c7f8302f0b9199c66e6e525d5a179dab6
movies2_movies2_000542_2ef7568fc151,movies2,1,test,pcg_75131fa5f02a7774,data/merged/videos/violence/movies2_000542.mp4,Real Life Violence Dataset/Violence/V_135.mp4,movies2_000542.mp4,50,47,8.0,103a2bc934b17af26b2fa1318f6a906243f36ade77c9801bc02942371ec8e43f,921946,8e03fc36bf98e9e38f9c3694ced5b0390938e4ea2ed1e112d78831f932949b56
movies2_movies2_000542_a4aa73cfcfe3,movies2,0,test,pcg_dce6f88c03d65753,data/merged/videos/non_violence/movies2_000542.mp4,Real Life Violence Dataset/NonViolence/NV_135.mp4,movies2_000542.mp4,50,40,8.0,bb435f361b3db65bef7b49f23d07e0f63bd27552e819bb3fa675768c2809df37,684888,d606afd67c751fb51fd726dea8e331a14b5e9778d0cc63282b23eed4f968e605
movies2_movies2_000543_3349b875e14e,movies2,1,val,pcg_5261b3c808455f53,data/merged/videos/violence/movies2_000543.mp4,Real Life Violence Dataset/Violence/V_136.mp4,movies2_000543.mp4,50,47,8.0,95ff15333e298378e8d3f1de957346b94f6c63ce4fb67b31d4a82b1bfab4ce42,467346,b0224cb01f90b15b555c60eda9d0ab1e33d78337b37b2f0f778ce063e2ed6eb0
movies2_movies2_000543_3f95701068c7,movies2,0,test,pcg_6bf8a9417d194f6d,data/merged/videos/non_violence/movies2_000543.mp4,Real Life Violence Dataset/NonViolence/NV_136.mp4,movies2_000543.mp4,50,40,8.0,a4cdebe40f480ba29c91e283de8a54bbf66ac2c01910267e42f7f68202dc37c8,496784,85319bca305a2b2fb512726edbd1fe0b227943dce10471f1b579e398a908081d
movies2_movies2_000544_b9ef43db74d4,movies2,1,train,pcg_7e6f4aa229933f37,data/merged/videos/violence/movies2_000544.mp4,Real Life Violence Dataset/Violence/V_137.mp4,movies2_000544.mp4,50,47,8.0,efc1b61ab02ab1952353f2d1b2d7fb6918703883ee0d6619d4e5988c6b1b2376,544878,72f16238d36197ebd07f829899c5e5d309fedb11c1139586efa040b1aa0092a9
movies2_movies2_000544_fee7cd438878,movies2,0,test,pcg_c0d5970b7c5f4448,data/merged/videos/non_violence/movies2_000544.mp4,Real Life Violence Dataset/NonViolence/NV_137.mp4,movies2_000544.mp4,50,35,8.0,10692a9272d5b8d7d58c9e970b13051f38a63915119c8b9cafcadae3fbc392b5,541618,0b893ffcb564d3f11badd8c6ed3263798d92dfe353e69665d1e6c59531dd4e31
movies2_movies2_000545_b53a39961eb5,movies2,0,train,pcg_aa6755aaf6f9637c,data/merged/videos/non_violence/movies2_000545.mp4,Real Life Violence Dataset/NonViolence/NV_138.mp4,movies2_000545.mp4,50,31,8.0,b84648e4eaf68132e8dc43c0e786d35db316abd4243936a97cc6c288681e9e94,602770,8ce4ef71e5aa2c02e9890912659ff2adcf15b23dc33e4654658c2e95a8b03cfd
movies2_movies2_000545_d09c8a3b4454,movies2,1,val,pcg_9f8ac4651327af6e,data/merged/videos/violence/movies2_000545.mp4,Real Life Violence Dataset/Violence/V_138.mp4,movies2_000545.mp4,50,47,8.0,133fe00ea0d6f3f4dca85301206bba072a77bcc502684dda84d58d6f8c8df2a5,499883,964e3d5b0043e9bb38af96492d10dd9eeb43e87b6b6ace7474d3a5e914951acd
movies2_movies2_000546_183040873d00,movies2,1,train,pcg_7166bf9c29eb66f5,data/merged/videos/violence/movies2_000546.mp4,Real Life Violence Dataset/Violence/V_139.mp4,movies2_000546.mp4,50,47,8.0,83a061ba0006b8d9f7e03f234fdf54093e0ae40bf7e318911e098f7d617c9ee0,1007000,bfd15347d0f64fa7ae451f3e39ab98e62660acd9cf687e29e454b9a3e62640f6
movies2_movies2_000546_9bb485b6ea54,movies2,0,train,pcg_3f8802932bec74e1,data/merged/videos/non_violence/movies2_000546.mp4,Real Life Violence Dataset/NonViolence/NV_139.mp4,movies2_000546.mp4,50,36,8.0,f6a1d1cb515059533689ea1a5d3d204f518d8dfc7d02f665edd474bd476e832b,730634,0c80b233e10b55f9fc4b83691ce20888a4fe827ee7485c63164248bc5b656a88
movies2_movies2_000547_1dc41984f16b,movies2,1,val,pcg_3f1e924a78892b0b,data/merged/videos/violence/movies2_000547.mp4,Real Life Violence Dataset/Violence/V_14.mp4,movies2_000547.mp4,50,48,8.0,65857b22fff2990a07f631ef4b9ff89ed462f32dac766220897e5802fcbbf8ca,1431017,5d41daaa8c55e6afd5453ab296cf71f7696a54a46ba1bfed2377a0358f3d30c8
movies2_movies2_000547_49ba4b244b93,movies2,0,test,pcg_778f9bdd2a9f86a1,data/merged/videos/non_violence/movies2_000547.mp4,Real Life Violence Dataset/NonViolence/NV_14.mp4,movies2_000547.mp4,50,35,8.0,08922a6597b20251411dbed66f4d802adeeeaa1f9156634bb0b95a4cb4d2d590,2703932,6fecd99cf9e8028ced6c9ed42e85bb2f2f07f8ec2ebb2331c33b2115089e3fd6
movies2_movies2_000548_38b34cd27ce7,movies2,1,train,pcg_9f443dafb3345357,data/merged/videos/violence/movies2_000548.mp4,Real Life Violence Dataset/Violence/V_140.mp4,movies2_000548.mp4,50,48,8.0,30bfdbdf98a4103ae103c4ede4f7dcef5409f318ff760d2c42d9cb8f75b4a42e,535793,153e4d7907e0bb7531754381f8452565b8c11bd064ff04a1dc9673fd6819d05d
movies2_movies2_000548_7230e586426f,movies2,0,train,pcg_c60f7b1d5db7b3b8,data/merged/videos/non_violence/movies2_000548.mp4,Real Life Violence Dataset/NonViolence/NV_140.mp4,movies2_000548.mp4,50,37,8.0,f39ad57901913554ab44e008b750a1bcbb8fc1b23080a816a0741ae86ab83ac6,800672,83e8f1c74b62369404b824fc5dc9adf8d1477fe7e01012f857939362d76fa836
movies2_movies2_000549_1694d9202f87,movies2,0,val,pcg_c655c9405dd6642b,data/merged/videos/non_violence/movies2_000549.mp4,Real Life Violence Dataset/NonViolence/NV_141.mp4,movies2_000549.mp4,50,34,8.0,ef280cea61be15499d44526e7e122e661546de35369d4f0691c5dfbf09e3d7b3,649292,80b87d299d8d1c0ab379d2a59cc4c70dd55cd1ba7205761ca4f2b82af3f940d6
movies2_movies2_000549_dabbff064ed9,movies2,1,train,pcg_8e01f16f212cd326,data/merged/videos/violence/movies2_000549.mp4,Real Life Violence Dataset/Violence/V_141.mp4,movies2_000549.mp4,50,47,8.0,59086a7ae24b1948f84c23cd54553b6603745f421f3e6ead29ebdbbc5c964819,487934,dc46ad44b855009408a0ee4db1596907f94c1cd701532995d76260a6af7b8741
movies2_movies2_000550_6ba0634ae95d,movies2,1,train,pcg_e0b2f9d3c60cd541,data/merged/videos/violence/movies2_000550.mp4,Real Life Violence Dataset/Violence/V_142.mp4,movies2_000550.mp4,50,47,8.0,223560ca23099567eb4538578a9c2dd214cb22f4fadeead3356308b41dfb6325,494235,d4026b59ae8b70b05278bfb294f34ce2d4e59f725d4c2efeabf5a2a3d1cc68b4
movies2_movies2_000550_f8e3f501f1ec,movies2,0,train,pcg_42325fe98e41ecce,data/merged/videos/non_violence/movies2_000550.mp4,Real Life Violence Dataset/NonViolence/NV_142.mp4,movies2_000550.mp4,50,30,8.0,ade70b86358bc9f1b225e4673190d89f028e9a4a9230cc2f10f456c815db1c48,593956,846412d7a6f0530cdf3aae3beab341b65b1084c7488803ae27e04b0ddb73a944
movies2_movies2_000551_5a3304ebc02e,movies2,1,train,pcg_00701a8d146e058e,data/merged/videos/violence/movies2_000551.mp4,Real Life Violence Dataset/Violence/V_143.mp4,movies2_000551.mp4,50,47,8.0,f575fb4495b7422beca939aa40713316b8f19319cf0e515314cedfdb6ad4796c,942817,f11ae77b6a5e76a1c7e26940cb92be72c1f254582be04da1db98452228b2b05d
movies2_movies2_000551_5dfb31653a3f,movies2,0,test,pcg_d03312f6c16953c3,data/merged/videos/non_violence/movies2_000551.mp4,Real Life Violence Dataset/NonViolence/NV_143.mp4,movies2_000551.mp4,50,40,8.0,f13a4447fb2ea9a07a197b71843917c0f7e9e1e040af24fd8e034694f3265fef,426270,8e971c26fb3d2ba3d0e2bfd3fc034851ed60cdcbc0c3759e7e012d3986ac16b0
movies2_movies2_000552_542585875cbd,movies2,1,val,pcg_7be0c748b5b890a2,data/merged/videos/violence/movies2_000552.mp4,Real Life Violence Dataset/Violence/V_144.mp4,movies2_000552.mp4,50,50,8.0,4ca6563e76434ec64756192fd52b5a224ab79865ba32f463d5015842580e4010,968181,ed9bb5afed7c03cc619a1431c6f88a55bf3a461915e8c718317250159e70b7a5
movies2_movies2_000552_98f3054f5e9e,movies2,0,train,pcg_b548f4d3a31f3d50,data/merged/videos/non_violence/movies2_000552.mp4,Real Life Violence Dataset/NonViolence/NV_144.mp4,movies2_000552.mp4,50,36,8.0,d292b0482a8c8c4b4459430b44e1c587c0a0fcf8afe638de93b3011e5346844e,684259,ab2b7109bdc0d37fa771ea067845b20a665c08f751c0497f5f4183dbaa1f7bce
movies2_movies2_000553_90c1cae4fc11,movies2,1,train,pcg_c5ebf58e4dcfe5a1,data/merged/videos/violence/movies2_000553.mp4,Real Life Violence Dataset/Violence/V_145.mp4,movies2_000553.mp4,50,47,8.0,a1f4165be337b535739708916b9a1f69d6dd6b9fa95d43c2d37851b57363a6e7,924357,46873ec77875695d9ade0cfa92a5724859731885db47b06ddae7ab9cf7d5b801
movies2_movies2_000553_cb7733f10d43,movies2,0,train,pcg_bfd8d8baf4e893b4,data/merged/videos/non_violence/movies2_000553.mp4,Real Life Violence Dataset/NonViolence/NV_145.mp4,movies2_000553.mp4,50,40,8.0,ce5f5225c74b6d7ce03a2d40db7059c68cad5197257a1bab3499d7be5ff67717,734260,f502b47187097fbde59c761fde022b11b2f36cad05e19b9052b58c2e0500e3b0
movies2_movies2_000554_5cef1bc6a3ee,movies2,0,test,pcg_6bf8a9417d194f6d,data/merged/videos/non_violence/movies2_000554.mp4,Real Life Violence Dataset/NonViolence/NV_146.mp4,movies2_000554.mp4,50,40,8.0,7a7d8a5542ca9d56a4522d7ac3c8229dfca1945d9aacca02b4389c0671bd4203,557424,b5dfc327a53fcf8151f822608a1fda6f41a7c3b4f427998a9c4893b601ce0229
movies2_movies2_000554_7a096c0638dc,movies2,1,train,pcg_69d413d3997ddb73,data/merged/videos/violence/movies2_000554.mp4,Real Life Violence Dataset/Violence/V_146.mp4,movies2_000554.mp4,50,47,8.0,4f7efd7701d0805c3956fe67b0013aeab4d81620e88df77d014ac813355e3b4a,1020692,133d6d6717b3291af7ef05caaa8fdffb97522915dc090d9679ee7259258a4836
movies2_movies2_000555_9901e512c338,movies2,0,val,pcg_5b6b66deaac82db4,data/merged/videos/non_violence/movies2_000555.mp4,Real Life Violence Dataset/NonViolence/NV_147.mp4,movies2_000555.mp4,50,40,8.0,8ec1aefa2dac8266741b3396fc8e8a2fd5897878e8c645c0c703fed9701e7347,222192,73742bab7ea651ae5260096b1bcba9d60768e7b21d128e999c54cbcac68c89af
movies2_movies2_000555_db2447643779,movies2,1,val,pcg_02c72fb1d74abc5c,data/merged/videos/violence/movies2_000555.mp4,Real Life Violence Dataset/Violence/V_147.mp4,movies2_000555.mp4,50,48,8.0,bc59694091f03feceaebcaac236ccab4d45d264155887261766c3f9b5f719893,583152,828d0ebfa952453a080b669cc59f82b5132182ece99b845c93dc7c5eb17eddbe
